,album,track_title,lyric,line,year,title_lemmas,lyric_type
1527,Speak Now,Never Grow Up,But don't make her drop you off around the block,19,2010,['grow'],verse
1528,Speak Now,Never Grow Up,Remember that she's getting older too,20,2010,['grow'],verse
1529,Speak Now,Never Grow Up,And don't lose the way that you dance around in your pj's getting ready for school,21,2010,['grow'],verse
1534,Speak Now,Never Grow Up,"No one's ever burned you, nothing's ever left you scarred",26,2010,['grow'],verse
1535,Speak Now,Never Grow Up,"And even though you want to, just try to never grow up",27,2010,['grow'],verse
1536,Speak Now,Never Grow Up,Take pictures in your mind of your childhood room,28,2010,['grow'],verse
1537,Speak Now,Never Grow Up,Memorize what it sounded like when your dad gets home,29,2010,['grow'],verse
1538,Speak Now,Never Grow Up,"Remember the footsteps, remember the words said",30,2010,['grow'],verse
1539,Speak Now,Never Grow Up,And all your little brother's favorite songs,31,2010,['grow'],verse
1540,Speak Now,Never Grow Up,I just realized everything I have is someday gonna be gone,32,2010,['grow'],verse
1541,Speak Now,Never Grow Up,So here I am in my new apartment,33,2010,['grow'],verse
1542,Speak Now,Never Grow Up,"In a big city, they just dropped me off",34,2010,['grow'],verse
1543,Speak Now,Never Grow Up,It's so much colder that I thought it would be,35,2010,['grow'],verse
1544,Speak Now,Never Grow Up,So I tuck myself in and turn my night light on,36,2010,['grow'],verse
1545,Speak Now,Never Grow Up,Wish I'd never grown up,37,2010,['grow'],verse
1546,Speak Now,Never Grow Up,I wish I'd never grown up,38,2010,['grow'],verse
1548,Speak Now,Never Grow Up,I could still be little,40,2010,['grow'],verse
1550,Speak Now,Never Grow Up,It could still be simple,42,2010,['grow'],verse
1555,Speak Now,Never Grow Up,Won't let nobody hurt you,47,2010,['grow'],verse
1556,Speak Now,Never Grow Up,Won't let no one break your heart,48,2010,['grow'],verse
1557,Speak Now,Never Grow Up,"And even though you want to, please try to never grow up",49,2010,['grow'],verse
1558,Speak Now,Never Grow Up,"Oh, don't you ever grow up",50,2010,['grow'],verse
1559,Speak Now,Never Grow Up,"Oh, never grow up, just never grow up",51,2010,['grow'],verse
1560,Speak Now,Enchanted,There I was again tonight,1,2010,['enchant'],verse
1561,Speak Now,Enchanted,"Forcing laughter, faking smiles",2,2010,['enchant'],verse
1562,Speak Now,Enchanted,"Same old tired, lonely place",3,2010,['enchant'],verse
1563,Speak Now,Enchanted,"Walls of insincerity, shifting eyes and vacancy",4,2010,['enchant'],verse
1564,Speak Now,Enchanted,Vanished when I saw your face,5,2010,['enchant'],verse
1566,Speak Now,Enchanted,It was enchanting to meet you,7,2010,['enchant'],verse
1567,Speak Now,Enchanted,"Your eyes whispered ""have we met?""",8,2010,['enchant'],verse
1568,Speak Now,Enchanted,Across the room your silhouette,9,2010,['enchant'],verse
1569,Speak Now,Enchanted,Starts to make its way to me,10,2010,['enchant'],verse
1570,Speak Now,Enchanted,The playful conversation starts,11,2010,['enchant'],verse
1571,Speak Now,Enchanted,Counter all your quick remarks,12,2010,['enchant'],verse
1572,Speak Now,Enchanted,Like passing notes in secrecy,13,2010,['enchant'],verse
1573,Speak Now,Enchanted,And it was,14,2010,['enchant'],verse
1584,Speak Now,Enchanted,The lingering question kept me up,25,2010,['enchant'],verse
1585,Speak Now,Enchanted,"2AM, who do you love?",26,2010,['enchant'],verse
1586,Speak Now,Enchanted,I wonder 'til I'm wide awake,27,2010,['enchant'],verse
1587,Speak Now,Enchanted,And now I'm pacing back and forth,28,2010,['enchant'],verse
1588,Speak Now,Enchanted,Wishing you were at my door,29,2010,['enchant'],verse
1589,Speak Now,Enchanted,"I'd open up and you would say ""hey""",30,2010,['enchant'],verse
1590,Speak Now,Enchanted,It was,31,2010,['enchant'],verse
1592,Speak Now,Enchanted,All I know is I was,33,2010,['enchant'],verse
1593,Speak Now,Enchanted,Enchanted to meet you,34,2010,['enchant'],verse
1607,Speak Now,Enchanted,This is me praying that,48,2010,['enchant'],verse
1608,Speak Now,Enchanted,This was the very first page,49,2010,['enchant'],verse
1609,Speak Now,Enchanted,Not where the storyline ends,50,2010,['enchant'],verse
1610,Speak Now,Enchanted,My thoughts will echo your name,51,2010,['enchant'],verse
1611,Speak Now,Enchanted,Until I see you again,52,2010,['enchant'],verse
1612,Speak Now,Enchanted,These are the words I held back,53,2010,['enchant'],verse
1613,Speak Now,Enchanted,As I was leaving too soon,54,2010,['enchant'],verse
1640,Speak Now,Better Than Revenge,Now go stand in the corner and think about what you did,1,2010,"['well', 'revenge']",verse
1641,Speak Now,Better Than Revenge,"Ha, time for a little revenge",2,2010,"['well', 'revenge']",verse
1642,Speak Now,Better Than Revenge,The story starts when it was hot and it was summer and,3,2010,"['well', 'revenge']",verse
1643,Speak Now,Better Than Revenge,"I had it all, I had him right there, where I wanted him",4,2010,"['well', 'revenge']",verse
1644,Speak Now,Better Than Revenge,"She came along, got him alone, and let's hear the applause",5,2010,"['well', 'revenge']",verse
1645,Speak Now,Better Than Revenge,She took him faster than you can say sabotage,6,2010,"['well', 'revenge']",verse
1646,Speak Now,Better Than Revenge,"I never saw it coming, wouldn't have suspected it",7,2010,"['well', 'revenge']",verse
1647,Speak Now,Better Than Revenge,I underestimated just who I was dealing with,8,2010,"['well', 'revenge']",verse
1648,Speak Now,Better Than Revenge,She had to know the pain was beating on me like a drum,9,2010,"['well', 'revenge']",verse
1649,Speak Now,Better Than Revenge,She underestimated just who she was stealing from,10,2010,"['well', 'revenge']",verse
1657,Speak Now,Better Than Revenge,"There is nothing I do better than revenge, ha!",18,2010,"['well', 'revenge']",verse
1658,Speak Now,Better Than Revenge,She looks at life like it's a party and she's on the list,19,2010,"['well', 'revenge']",verse
1659,Speak Now,Better Than Revenge,She looks at me like I'm a trend and she's so over it,20,2010,"['well', 'revenge']",verse
1660,Speak Now,Better Than Revenge,I think her ever-present frown is a little troubling,21,2010,"['well', 'revenge']",verse
1661,Speak Now,Better Than Revenge,And she thinks I'm psycho 'cause I like to rhyme her name with things,22,2010,"['well', 'revenge']",verse
1662,Speak Now,Better Than Revenge,But sophistication isn't what you wear or who you know,23,2010,"['well', 'revenge']",verse
1663,Speak Now,Better Than Revenge,Or pushing people down to get you where you wanna go,24,2010,"['well', 'revenge']",verse
1664,Speak Now,Better Than Revenge,"Oh, they didn't teach you that in prep school, so it's up to me",25,2010,"['well', 'revenge']",verse
1665,Speak Now,Better Than Revenge,But no amount of vintage dresses gives you dignity,26,2010,"['well', 'revenge']",verse
1675,Speak Now,Better Than Revenge,"You might have him, but haven't you heard?",36,2010,"['well', 'revenge']",verse
1677,Speak Now,Better Than Revenge,"You might have him, but I always get the last word",38,2010,"['well', 'revenge']",verse
1678,Speak Now,Better Than Revenge,"Whoa, whoa-ah-oh",39,2010,"['well', 'revenge']",verse
1688,Speak Now,Better Than Revenge,"Cause I don't think you do, oh",49,2010,"['well', 'revenge']",verse
1690,Speak Now,Better Than Revenge,"I don't think you do, I don't think you do",51,2010,"['well', 'revenge']",verse
1691,Speak Now,Better Than Revenge,Let's hear the applause,52,2010,"['well', 'revenge']",verse
1692,Speak Now,Better Than Revenge,"Come on, show me how much better you are (so much better, yeah?)",53,2010,"['well', 'revenge']",verse
1693,Speak Now,Better Than Revenge,See you deserve some applause,54,2010,"['well', 'revenge']",verse
1694,Speak Now,Better Than Revenge,Cause you're so much better,55,2010,"['well', 'revenge']",verse
1695,Speak Now,Better Than Revenge,She took him faster than you could say sabotage,56,2010,"['well', 'revenge']",verse
1696,Speak Now,Innocent,I guess you really did it this time,1,2010,['innocent'],verse
1697,Speak Now,Innocent,Left yourself in your warpath,2,2010,['innocent'],verse
1699,Speak Now,Innocent,Lost your mind trying to get it back,4,2010,['innocent'],verse
1700,Speak Now,Innocent,Wasn't it easier in your lunchbox days?,5,2010,['innocent'],verse
1701,Speak Now,Innocent,Always a bigger bed to crawl into,6,2010,['innocent'],verse
1702,Speak Now,Innocent,Wasn't it beautiful when you believed in everything,7,2010,['innocent'],verse
1703,Speak Now,Innocent,And everybody believed in you?,8,2010,['innocent'],verse
1709,Speak Now,Innocent,Did some things you can't speak of,14,2010,['innocent'],verse
1710,Speak Now,Innocent,But at night you live it all again,15,2010,['innocent'],verse
1711,Speak Now,Innocent,You wouldn't be shattered on the floor now,16,2010,['innocent'],verse
1712,Speak Now,Innocent,If only you had seen what you know now then,17,2010,['innocent'],verse
1713,Speak Now,Innocent,Wasn't it easier in your firefly-catching days?,18,2010,['innocent'],verse
1714,Speak Now,Innocent,"When everything out of reach, someone bigger brought down to you",19,2010,['innocent'],verse
1715,Speak Now,Innocent,Wasn't it beautiful running wild 'til you fell asleep,20,2010,['innocent'],verse
1716,Speak Now,Innocent,Before the monsters caught up to you?,21,2010,['innocent'],verse
1719,Speak Now,Innocent,Ohwho you are is not where you've been,24,2010,['innocent'],verse
1725,Speak Now,Innocent,Time turns flames to embers,30,2010,['innocent'],verse
1726,Speak Now,Innocent,You'll have new Septembers,31,2010,['innocent'],verse
1727,Speak Now,Innocent,Every one of us has messed up too,32,2010,['innocent'],verse
1728,Speak Now,Innocent,Lives change like the weather,33,2010,['innocent'],verse
1729,Speak Now,Innocent,I hope you remember,34,2010,['innocent'],verse
1730,Speak Now,Innocent,Today is never too late to be brand new,35,2010,['innocent'],verse
1741,Speak Now,Innocent,It's never too late to get it back,46,2010,['innocent'],verse
1744,Speak Now,Haunted,But I never thought I'd live to see it break,3,2010,['haunt'],verse
1745,Speak Now,Haunted,It's getting dark and it's all too quiet,4,2010,['haunt'],verse
1746,Speak Now,Haunted,And I can't trust anything now,5,2010,['haunt'],verse
1747,Speak Now,Haunted,And it's coming over you like it's all a big mistake,6,2010,['haunt'],verse
1748,Speak Now,Haunted,"Whoa, holding my breath",7,2010,['haunt'],verse
1749,Speak Now,Haunted,Won't lose you again,8,2010,['haunt'],verse
1750,Speak Now,Haunted,Something's made your eyes go cold,9,2010,['haunt'],verse
1759,Speak Now,Haunted,Stood there and watched you walk away,18,2010,['haunt'],verse
1760,Speak Now,Haunted,From everything we had,19,2010,['haunt'],verse
1761,Speak Now,Haunted,But I still mean every word I said to you,20,2010,['haunt'],verse
1762,Speak Now,Haunted,He will try to take away my pain,21,2010,['haunt'],verse
1763,Speak Now,Haunted,And he just might make me smile,22,2010,['haunt'],verse
1764,Speak Now,Haunted,But the whole time I'm wishing it was you instead,23,2010,['haunt'],verse
1765,Speak Now,Haunted,"Oh, holding my breath",24,2010,['haunt'],verse
1766,Speak Now,Haunted,Won't see you again,25,2010,['haunt'],verse
1767,Speak Now,Haunted,Something keeps me holding onto nothing,26,2010,['haunt'],verse
1778,Speak Now,Haunted,I just know,37,2010,['haunt'],verse
1779,Speak Now,Haunted,"You're not gone, you can't be gone, no",38,2010,['haunt'],verse
1783,Speak Now,Haunted,Won't finish what you started,42,2010,['haunt'],verse
1788,Speak Now,Haunted,(Oh oh oh oh oh oh oh oh oh),47,2010,['haunt'],verse
1791,Speak Now,Haunted,Never ever thought I'd see it break,50,2010,['haunt'],verse
1792,Speak Now,Haunted,Never thought I'd see it,51,2010,['haunt'],verse
1793,Speak Now,Last Kiss,I still remember the look on your face,1,2010,['kiss'],verse
1794,Speak Now,Last Kiss,Lit through the darkness at 1:58,2,2010,['kiss'],verse
1795,Speak Now,Last Kiss,The words that you whispered,3,2010,['kiss'],verse
1796,Speak Now,Last Kiss,For just us to know,4,2010,['kiss'],verse
1797,Speak Now,Last Kiss,You told me you loved me,5,2010,['kiss'],verse
1798,Speak Now,Last Kiss,So why did you go away?,6,2010,['kiss'],verse
1799,Speak Now,Last Kiss,Away,7,2010,['kiss'],verse
1800,Speak Now,Last Kiss,I do recall now the smell of the rain,8,2010,['kiss'],verse
1801,Speak Now,Last Kiss,Fresh on the pavement,9,2010,['kiss'],verse
1802,Speak Now,Last Kiss,I ran off the plane,10,2010,['kiss'],verse
1803,Speak Now,Last Kiss,That July 9th,11,2010,['kiss'],verse
1804,Speak Now,Last Kiss,The beat of your heart,12,2010,['kiss'],verse
1805,Speak Now,Last Kiss,It jumps through your shirt,13,2010,['kiss'],verse
1806,Speak Now,Last Kiss,I can still feel your arms,14,2010,['kiss'],verse
1814,Speak Now,Last Kiss,I do remember the swing of your step,22,2010,['kiss'],verse
1815,Speak Now,Last Kiss,"The life of the party, you're showing off again",23,2010,['kiss'],verse
1816,Speak Now,Last Kiss,And I roll my eyes and then,24,2010,['kiss'],verse
1817,Speak Now,Last Kiss,You pull me in,25,2010,['kiss'],verse
1818,Speak Now,Last Kiss,I'm not much for dancing,26,2010,['kiss'],verse
1819,Speak Now,Last Kiss,But for you I did,27,2010,['kiss'],verse
1820,Speak Now,Last Kiss,"Because I love your handshake, meeting my father",28,2010,['kiss'],verse
1821,Speak Now,Last Kiss,I love how you walk with your hands in your pockets,29,2010,['kiss'],verse
1822,Speak Now,Last Kiss,How you kissed me when I was in the middle of saying something,30,2010,['kiss'],verse
1823,Speak Now,Last Kiss,There's not a day I don't miss those rude interruptions,31,2010,['kiss'],verse
1831,Speak Now,Last Kiss,So I'll watch your life in pictures like I used to watch you sleep,39,2010,['kiss'],verse
1832,Speak Now,Last Kiss,And I feel you forget me like I used to feel you breathe,40,2010,['kiss'],verse
1833,Speak Now,Last Kiss,And I keep up with our old friends just to ask them how you are,41,2010,['kiss'],verse
1834,Speak Now,Last Kiss,Hope it's nice where you are,42,2010,['kiss'],verse
1835,Speak Now,Last Kiss,And I hope the sun shines,43,2010,['kiss'],verse
1836,Speak Now,Last Kiss,And it's a beautiful day,44,2010,['kiss'],verse
1837,Speak Now,Last Kiss,And something reminds you,45,2010,['kiss'],verse
1838,Speak Now,Last Kiss,You wish you had stayed,46,2010,['kiss'],verse
1839,Speak Now,Last Kiss,You can plan for a change in weather and time,47,2010,['kiss'],verse
1840,Speak Now,Last Kiss,But I never planned on you changing your mind,48,2010,['kiss'],verse
1841,Speak Now,Last Kiss,So I'll go sit on the floor,49,2010,['kiss'],verse
1848,Speak Now,Last Kiss,Just like our last kiss,56,2010,['kiss'],verse
